2714074500, 대구광역시, 동구, 안심3.4동
4146351500, 경기도, 용인시기흥구, 영덕동
4146358500, 경기도, 용인시기흥구, 동백동
4794033000, 경상북도, 울릉군, 독도
5019000000, 이어도, , 
5019099000, 이어도, , 
